candidate,city,date,event,lat,lng,state
Jeb Bush,Concord,2015-10-15T00:00:00.000Z,Policy speech on Affordable Care Act; town hall; roundtable,43.207106,-71.5370216,NH
John Kasich,Manchester,2015-10-15T00:00:00.000Z,No Labels forum; town hall; house party; policy address ,42.9956397,-71.4547891,NH
John Kasich,Littleton,2015-10-15T00:00:00.000Z,No Labels forum; town hall; house party; policy address ,44.3061725,-71.7700885,NH
John Kasich,Plymouth,2015-10-15T00:00:00.000Z,No Labels forum; town hall; house party; policy address ,43.7570166,-71.6881337,NH
John Kasich,Nashua,2015-10-15T00:00:00.000Z,No Labels forum; town hall; house party; policy address ,42.7653662,-71.467566,NH
Bobby Jindal,Orange City,2015-10-15T00:00:00.000Z,"Meet-and-greet; town hall; Black Hawk County Patriots for Christ lunch; Iowa For Israel ""Jerusalem Call"" event ",43.0072424,-96.0583138,IA
Bobby Jindal,Mason City ,2015-10-15T00:00:00.000Z,"Meet-and-greet; town hall; Black Hawk County Patriots for Christ lunch; Iowa For Israel ""Jerusalem Call"" event ",43.1535728,-93.2010367,IA
Bobby Jindal,Cedar Falls,2015-10-15T00:00:00.000Z,"Meet-and-greet; town hall; Black Hawk County Patriots for Christ lunch; Iowa For Israel ""Jerusalem Call"" event ",42.5277622,-92.4454654,IA
Bobby Jindal,Decorah,2015-10-15T00:00:00.000Z,"Meet-and-greet; town hall; Black Hawk County Patriots for Christ lunch; Iowa For Israel ""Jerusalem Call"" event ",43.3033056,-91.7857092,IA
Bobby Jindal,Iowa City,2015-10-15T00:00:00.000Z,"Meet-and-greet; town hall; Black Hawk County Patriots for Christ lunch; Iowa For Israel ""Jerusalem Call"" event ",41.6612561,-91.5299106,IA
Bobby Jindal,Davenport,2015-10-15T00:00:00.000Z,"Meet-and-greet; town hall; Black Hawk County Patriots for Christ lunch; Iowa For Israel ""Jerusalem Call"" event ",41.5236436,-90.5776368,IA
Bobby Jindal,Harlan,2015-10-15T00:00:00.000Z,"Meet-and-greet; town hall; Black Hawk County Patriots for Christ lunch; Iowa For Israel ""Jerusalem Call"" event ",41.6532994,-95.3250603,IA
Bobby Jindal,Sioux Center,2015-10-15T00:00:00.000Z,"Meet-and-greet; town hall; Black Hawk County Patriots for Christ lunch; Iowa For Israel ""Jerusalem Call"" event ",43.0796915,-96.1756717,IA
Bobby Jindal,Atlantic,2015-10-15T00:00:00.000Z,"Meet-and-greet; town hall; Black Hawk County Patriots for Christ lunch; Iowa For Israel ""Jerusalem Call"" event ",41.4036007,-95.0138776,IA
Mike Huckabee,Raleigh,2015-10-16T00:00:00.000Z,Rally,35.7804015,-78.6390779,NC
Donald Trump,Tyngsborough,2015-10-16T00:00:00.000Z,Rally,42.6592685,-71.41855262,MA
Ben Carson,Alexandria,2015-10-16T00:00:00.000Z,Walk,38.8051095,-77.0470229,VA
Jim Gilmore,Manchester,2015-10-16T00:00:00.000Z,New Hampshire Housing Summit,42.9956397,-71.4547891,NH
Marco Rubio,Salem,2015-10-16T00:00:00.000Z,Energy policy speech,40.9008923,-80.8567502,OH
Mike Huckabee,Rye,2015-10-16T00:00:00.000Z,House party; New Hampshire Housing Summit,43.0134228,-70.7708858,NH
Mike Huckabee,Manchester,2015-10-16T00:00:00.000Z,House party; New Hampshire Housing Summit,42.9956397,-71.4547891,NH
Chris Christie,Manchester,2015-10-16T00:00:00.000Z,New Hampshire Housing Summit; campaign headquarters opening,42.9956397,-71.4547891,NH
Chris Christie,Bedford,2015-10-16T00:00:00.000Z,New Hampshire Housing Summit; campaign headquarters opening,42.9464737,-71.5159015,NH
George Pataki,Manchester,2015-10-16T00:00:00.000Z,New Hampshire Housing Summit,42.9956397,-71.4547891,NH
George Pataki,Bluffton,2015-10-16T00:00:00.000Z,Town hall,32.2371465,-80.8603868,SC
Hillary Clinton,Keene,2015-10-16T00:00:00.000Z,Town hall; meet-and-greet,42.933597,-72.2784264,NH
Hillary Clinton,Nashua,2015-10-16T00:00:00.000Z,Town hall; meet-and-greet,42.7653662,-71.467566,NH
Marco Rubio,Philadelphia,2015-10-16T00:00:00.000Z,Chester County GOP event; fundraisers ,39.952335,-75.163789,PA
Marco Rubio,Pittsburgh,2015-10-16T00:00:00.000Z,Chester County GOP event; fundraisers ,40.4416941,-79.9900861,PA
Marco Rubio,King of Prussia,2015-10-16T00:00:00.000Z,Chester County GOP event; fundraisers ,40.095044,-75.38515983,PA
Lindsey Graham,Rye,2015-10-16T00:00:00.000Z,House party; town hall; New Hampshire Housing Summit,43.0134228,-70.7708858,NH
Lindsey Graham,Brookline,2015-10-16T00:00:00.000Z,House party; town hall; New Hampshire Housing Summit,42.7348102,-71.6581267,NH
Lindsey Graham,Keene,2015-10-16T00:00:00.000Z,House party; town hall; New Hampshire Housing Summit,42.933597,-72.2784264,NH
Lindsey Graham,Newington,2015-10-16T00:00:00.000Z,House party; town hall; New Hampshire Housing Summit,43.1000871,-70.8336668,NH
Lindsey Graham,Kittery,2015-10-16T00:00:00.000Z,House party; town hall; New Hampshire Housing Summit,43.0881441,-70.736164,NH
Chris Christie,South Bend,2015-10-17T00:00:00.000Z,Fundraiser,41.6833813,-86.2500066,IN
Hillary Clinton,Birmingham,2015-10-17T00:00:00.000Z,Alabama Democratic Conference,33.5206824,-86.8024326,AL
Hillary Clinton,Hoover,2015-10-17T00:00:00.000Z,Alabama Democratic Conference,33.392206,-86.78045321,AL
Ted Cruz,Contoocook,2015-10-17T00:00:00.000Z,Rally; 603 Alliance Event,43.2220234,-71.7139655,NH
Martin O'Malley,Manchester,2015-10-17T00:00:00.000Z,Forum on affordable housing; conversation with students; town halls,42.9956397,-71.4547891,NH
Martin O'Malley,Concord,2015-10-17T00:00:00.000Z,Forum on affordable housing; conversation with students; town halls,43.207106,-71.5370216,NH
Martin O'Malley,Hanover,2015-10-17T00:00:00.000Z,Forum on affordable housing; conversation with students; town halls,43.7033561,-72.2885718,NH
Martin O'Malley,Plymouth,2015-10-17T00:00:00.000Z,Forum on affordable housing; conversation with students; town halls,43.7570166,-71.6881337,NH
Martin O'Malley,Laconia,2015-10-17T00:00:00.000Z,Forum on affordable housing; conversation with students; town halls,43.5278546,-71.470351,NH
Martin O'Malley,Hooksett,2015-10-17T00:00:00.000Z,Forum on affordable housing; conversation with students; town halls,43.0967495,-71.4650684,NH
Martin O'Malley,Nashua,2015-10-17T00:00:00.000Z,Forum on affordable housing; conversation with students; town halls,42.7653662,-71.467566,NH
Carly Fiorina,Windsor Heights,2015-10-17T00:00:00.000Z,Polk County Republican Women's fundraiser; meet-and-greeet; town halls,41.5977669,-93.7082765,IA
Carly Fiorina,Pleasant Hill,2015-10-17T00:00:00.000Z,Polk County Republican Women's fundraiser; meet-and-greeet; town halls,41.5984356,-93.5139522,IA
Carly Fiorina,Cedar Rapids,2015-10-17T00:00:00.000Z,Polk County Republican Women's fundraiser; meet-and-greeet; town halls,41.9758872,-91.6704053,IA
Carly Fiorina,Monticello,2015-10-17T00:00:00.000Z,Polk County Republican Women's fundraiser; meet-and-greeet; town halls,42.2383351,-91.1870937,IA
Carly Fiorina,Plano,2015-10-18T00:00:00.000Z,Faith and Freedom Coalition forum,33.0136764,-96.6925096,TX
Rick Santorum,Plano,2015-10-18T00:00:00.000Z,Faith and Freedom Coalition forum,33.0136764,-96.6925096,TX
Mike Huckabee,Plano,2015-10-18T00:00:00.000Z,Faith and Freedom Coalition forum,33.0136764,-96.6925096,TX
Rand Paul,Manchester,2015-10-18T00:00:00.000Z,Meet-and-greets; town hall; house party,42.9956397,-71.4547891,NH
Rand Paul,Hooksett,2015-10-18T00:00:00.000Z,Meet-and-greets; town hall; house party,43.0967495,-71.4650684,NH
Rand Paul,Ashland,2015-10-18T00:00:00.000Z,Meet-and-greets; town hall; house party,43.6953512,-71.6306325,NH
Rand Paul,Contoocook,2015-10-18T00:00:00.000Z,Meet-and-greets; town hall; house party,43.2220234,-71.7139655,NH
Rand Paul,Dalton,2015-10-18T00:00:00.000Z,Meet-and-greets; town hall; house party,44.4158924,-71.6948098,NH
Donald Trump,Anderson,2015-10-19T00:00:00.000Z,Rally,34.5068601,-82.6506264,SC
Marco Rubio,Salt Lake City,2015-10-19T00:00:00.000Z,Rally,40.7670126,-111.8904308,UT
Jeb Bush,Phoenix,2015-10-19T00:00:00.000Z,Fundraiser,33.4467681,-112.0756724,AZ
Martin O'Malley,New York,2015-10-19T00:00:00.000Z,Daily Show appearance,40.7305991,-73.9865812,NY
Rick Santorum,New York,2015-10-19T00:00:00.000Z,Media interviews,40.7305991,-73.9865812,NY
Jeb Bush,Plano,2015-10-19T00:00:00.000Z,Faith and Freedom Coalition forum,33.0136764,-96.6925096,TX
Jeb Bush,Dallas,2015-10-19T00:00:00.000Z,Faith and Freedom Coalition forum,32.7761963,-96.7968994,TX
Bernie Sanders,Fort Madison ,2015-10-19T00:00:00.000Z,Johnson Democrats fall barbecue; house party; town meeting,40.6297632,-91.3151506,IA
Bernie Sanders,Iowa City,2015-10-19T00:00:00.000Z,Johnson Democrats fall barbecue; house party; town meeting,41.6612561,-91.5299106,IA
Bernie Sanders,Oskaloosa,2015-10-19T00:00:00.000Z,Johnson Democrats fall barbecue; house party; town meeting,41.296395,-92.6443593,IA
Jim Webb,Washington,2015-10-20T00:00:00.000Z,Press conference,38.8949549,-77.0366456,DC
Jeb Bush,San Francisco,2015-10-20T00:00:00.000Z,Fundraisers,37.7792768,-122.4192704,CA
Jeb Bush,Woodside,2015-10-20T00:00:00.000Z,Fundraisers,37.4299388,-122.2538557,CA
Jeb Bush,Newport Beach,2015-10-20T00:00:00.000Z,Fundraisers,33.6170092,-117.9294401,CA
Jeb Bush,Los Angeles,2015-10-20T00:00:00.000Z,Fundraisers,34.053717,-118.2427266,CA
Ben Carson,The Woodlands,2015-10-20T00:00:00.000Z,Book tour; Faith and Freedom Coalition forum,30.1734194,-95.504686,TX
Ben Carson,San Antonio,2015-10-20T00:00:00.000Z,Book tour; Faith and Freedom Coalition forum,29.4246002,-98.4951405,TX
Ben Carson,Austin,2015-10-20T00:00:00.000Z,Book tour; Faith and Freedom Coalition forum,30.2711286,-97.7436995,TX
Ben Carson,Bryan,2015-10-20T00:00:00.000Z,Book tour; Faith and Freedom Coalition forum,30.693444,-96.40080172,TX
Ben Carson,Waco,2015-10-20T00:00:00.000Z,Book tour; Faith and Freedom Coalition forum,31.549333,-97.1466695,TX
Ben Carson,Ft. Worth,2015-10-20T00:00:00.000Z,Book tour; Faith and Freedom Coalition forum,32.753177,-97.3327459,TX
Ben Carson,Plano,2015-10-20T00:00:00.000Z,Book tour; Faith and Freedom Coalition forum,33.0136764,-96.6925096,TX
Ben Carson,Wichita Falls,2015-10-20T00:00:00.000Z,Book tour; Faith and Freedom Coalition forum,33.9137085,-98.4933873,TX
Chris Christie,Newton,2015-10-21T00:00:00.000Z,Town hall; Republican Party of Polk County afundraiser ,41.6997129,-93.0479756,IA
Donald Trump,Burlington,2015-10-21T00:00:00.000Z,Rally,40.8075391,-91.1129234,IA
Martin O'Malley,Washington,2015-10-21T00:00:00.000Z,Civic tech pitch  competition,38.8949549,-77.0366456,DC
Bernie Sanders,New York,2015-10-21T00:00:00.000Z,"""Jimmy Kimmel Live"" taping",40.7305991,-73.9865812,NY
Rick Santorum,Dallas,2015-10-21T00:00:00.000Z,Private meetings,32.7761963,-96.7968994,TX
Carly Fiorina,Spring Hill,2015-10-21T00:00:00.000Z,Hernando County GOP's Reagan Day Dinner,28.5558273,-82.4503732,FL
Martin O'Malley,North Charleston,2015-10-22T00:00:00.000Z,Meeting on gun violence; fundraiser ,32.8546197,-79.9748103,SC
Carly Fiorina,Springdale,2015-10-22T00:00:00.000Z,Arkansas GOP Lincoln Day Dinner,36.1867442,-94.1288142,AR
Ben Carson,Joplin,2015-10-22T00:00:00.000Z,Book tour,37.0842271,-94.513281,MO
Ben Carson,Springfield,2015-10-22T00:00:00.000Z,Book tour,37.2153307,-93.2982521,MO
Jeb Bush,Pontiac,2015-10-22T00:00:00.000Z,Fundraiser,42.6389216,-83.2910468,MI
Ben Carson,Edmond,2015-10-22T00:00:00.000Z,Book tour,35.6571367,-97.4649038,OK
Ben Carson,Oklahoma City,2015-10-22T00:00:00.000Z,Book tour,35.4729886,-97.5170536,OK
Ben Carson,Tulsa,2015-10-22T00:00:00.000Z,Book tour,36.1556805,-95.9929113,OK
Chris Christie,Newton,2015-10-22T00:00:00.000Z,Town hall; Polk County GOP meet-and-greet; private meetings; fundraiser,41.6997129,-93.0479756,IA
Chris Christie,Des Moines,2015-10-22T00:00:00.000Z,Town hall; Polk County GOP meet-and-greet; private meetings; fundraiser,41.5910641,-93.6037149,IA
Jeb Bush,Las Vegas,2015-10-22T00:00:00.000Z,"Libre Initiative forum; ""Western policy roundtable""; fundraiser",36.1662859,-115.149225,NV
Jeb Bush,Reno,2015-10-22T00:00:00.000Z,"Libre Initiative forum; ""Western policy roundtable""; fundraiser",39.52927,-119.8136744,NV
Lincoln Chafee,Washington,2015-10-23T00:00:00.000Z,DNC's Women's Leadership Forum,38.8949549,-77.0366456,DC
Martin O'Malley,Washington,2015-10-23T00:00:00.000Z,DNC's Women's Leadership Forum,38.8949549,-77.0366456,DC
Jeb Bush,Virginia Beach,2015-10-23T00:00:00.000Z,Regent University Presidential Candidate Forum,36.7183708,-76.2466798,VA
Carly Fiorina,Beaufort,2015-10-23T00:00:00.000Z,Town halls,32.4315813,-80.6698286,SC
Carly Fiorina,Bluffton,2015-10-23T00:00:00.000Z,Town halls,32.2371465,-80.8603868,SC
Ben Carson,Topeka,2015-10-23T00:00:00.000Z,Book tour,39.0490111,-95.6775557,KS
Ben Carson,Overland Park,2015-10-23T00:00:00.000Z,Book tour,38.9822282,-94.6707917,KS
Ben Carson,Omaha,2015-10-23T00:00:00.000Z,Book tour,41.2587317,-95.9378732,NE
Hillary Clinton,Alexandria,2015-10-23T00:00:00.000Z,Grassroots event,38.8051095,-77.0470229,VA
George Pataki,Manchester,2015-10-23T00:00:00.000Z,Meet-and-greet,42.9956397,-71.4547891,NH
John Kasich,Hanover,2015-10-23T00:00:00.000Z,Town halls,43.7033561,-72.2885718,NH
John Kasich,Manchester,2015-10-23T00:00:00.000Z,Town halls,42.9956397,-71.4547891,NH
John Kasich,Milford,2015-10-23T00:00:00.000Z,Town halls,42.8353641,-71.6489604,NH
Hillary Clinton,Washington,2015-10-23T00:00:00.000Z,Benghazi Committee testimony; DNC's Women's Leadership Forum,38.8949549,-77.0366456,DC
Mike Huckabee,Columbia,2015-10-23T00:00:00.000Z,Fundraiser; chruch event; national security forum,34.0007493,-81.0343313,SC
Mike Huckabee,Anderson,2015-10-23T00:00:00.000Z,Fundraiser; chruch event; national security forum,34.5068601,-82.6506264,SC
Mike Huckabee,Greenville,2015-10-23T00:00:00.000Z,Fundraiser; chruch event; national security forum,34.851354,-82.3984882,SC
Mike Huckabee,Gaffney,2015-10-23T00:00:00.000Z,Fundraiser; chruch event; national security forum,35.0717945,-81.6498195,SC
Jeb Bush,Daniel Island,2015-10-24T00:00:00.000Z,Town hall,32.8590639,-79.9120302,SC
Ben Carson,Ames,2015-10-24T00:00:00.000Z,Book tour; Iowa Grassroots Coalitions Candidate Honest Assessment Summit,42.0346917,-93.6201507,IA
Ben Carson,Des Moines,2015-10-24T00:00:00.000Z,Book tour; Iowa Grassroots Coalitions Candidate Honest Assessment Summit,41.5910641,-93.6037149,IA
Ben Carson,Waterloo,2015-10-24T00:00:00.000Z,Book tour; Iowa Grassroots Coalitions Candidate Honest Assessment Summit,42.4982858,-92.3368691,IA
Ben Carson,Dubuque,2015-10-24T00:00:00.000Z,Book tour; Iowa Grassroots Coalitions Candidate Honest Assessment Summit,42.5006217,-90.6647967,IA
Hillary Clinton,Des Moines,2015-10-24T00:00:00.000Z,Iowa Jefferson-Jackson dinner; rally ,41.5910641,-93.6037149,IA
Lincoln Chafee,Des Moines,2015-10-24T00:00:00.000Z,Iowa Jefferson-Jackson dinner,41.5910641,-93.6037149,IA
Martin O'Malley,Osage,2015-10-24T00:00:00.000Z,Iowa Jefferson-Jackson dinner; meet-and-greet; concert,43.2841383,-92.8110279,IA
Martin O'Malley,Des Moines,2015-10-24T00:00:00.000Z,Iowa Jefferson-Jackson dinner; meet-and-greet; concert,41.5910641,-93.6037149,IA
Mike Huckabee,Waterloo,2015-10-24T00:00:00.000Z,Iowa Grassroots Coalitions Candidate Honest Assessment Summit,42.4982858,-92.3368691,IA
Donald Trump,Miami,2015-10-24T00:00:00.000Z,Rally,25.7742658,-80.1936589,FL
Donald Trump,Jacksonville,2015-10-24T00:00:00.000Z,Rally,30.3321838,-81.655651,FL
Ted Cruz,Glenwood,2015-10-24T00:00:00.000Z,Meet-and-greet;  Iowa Grassroots Coalitions Candidate Honest Assessment Summit ,41.0469437,-95.7425055,IA
Ted Cruz,Sidney,2015-10-24T00:00:00.000Z,Meet-and-greet;  Iowa Grassroots Coalitions Candidate Honest Assessment Summit ,40.7483337,-95.6474959,IA
Ted Cruz,Clarinda,2015-10-24T00:00:00.000Z,Meet-and-greet;  Iowa Grassroots Coalitions Candidate Honest Assessment Summit ,40.7419352,-95.038313,IA
Ted Cruz,Atlantic,2015-10-24T00:00:00.000Z,Meet-and-greet;  Iowa Grassroots Coalitions Candidate Honest Assessment Summit ,41.4036007,-95.0138776,IA
Ted Cruz,Council Bluffs,2015-10-24T00:00:00.000Z,Meet-and-greet;  Iowa Grassroots Coalitions Candidate Honest Assessment Summit ,41.2621283,-95.8613912,IA
Ted Cruz,Marshalltown,2015-10-24T00:00:00.000Z,Meet-and-greet;  Iowa Grassroots Coalitions Candidate Honest Assessment Summit ,42.0448121,-92.9103964,IA
Ted Cruz,Waterloo,2015-10-24T00:00:00.000Z,Meet-and-greet;  Iowa Grassroots Coalitions Candidate Honest Assessment Summit ,42.4982858,-92.3368691,IA
Marco Rubio,West Columbia,2015-10-24T00:00:00.000Z,Conservative Leadership Project Presidential Forum; town hall,34.001143,-81.06305261,SC
Marco Rubio,Greenville,2015-10-24T00:00:00.000Z,Conservative Leadership Project Presidential Forum; town hall,34.851354,-82.3984882,SC
Bernie Sanders,Davenport,2015-10-24T00:00:00.000Z,Iowa Jefferson-Jackson dinner; concert; rally,41.5236436,-90.5776368,IA
Bernie Sanders,Des Moines,2015-10-24T00:00:00.000Z,Iowa Jefferson-Jackson dinner; concert; rally,41.5910641,-93.6037149,IA
Bobby Jindal,Indianola,2015-10-24T00:00:00.000Z,Town hall;  Dallas County Republicans' Fall Speaker Series; Iowa Grassroots Coalitions Candidate Honest Assessment Summit,41.3580484,-93.5574376,IA
Bobby Jindal,Des Moines,2015-10-24T00:00:00.000Z,Town hall;  Dallas County Republicans' Fall Speaker Series; Iowa Grassroots Coalitions Candidate Honest Assessment Summit,41.5910641,-93.6037149,IA
Bobby Jindal,Waukee,2015-10-24T00:00:00.000Z,Town hall;  Dallas County Republicans' Fall Speaker Series; Iowa Grassroots Coalitions Candidate Honest Assessment Summit,41.6113712,-93.885707,IA
Lindsey Graham,Salem,2015-10-24T00:00:00.000Z,Greater Salem Chamber of Commerce meet-and-greet; town halls,42.7884226,-71.2008933,NH
Lindsey Graham,Amherst,2015-10-24T00:00:00.000Z,Greater Salem Chamber of Commerce meet-and-greet; town halls,42.8642874,-71.6252484,NH
Lindsey Graham,Milford,2015-10-24T00:00:00.000Z,Greater Salem Chamber of Commerce meet-and-greet; town halls,42.8353641,-71.6489604,NH
Lindsey Graham,Derry,2015-10-24T00:00:00.000Z,Greater Salem Chamber of Commerce meet-and-greet; town halls,42.8808677,-71.3264492,NH
Lindsey Graham,Rochester,2015-10-24T00:00:00.000Z,Greater Salem Chamber of Commerce meet-and-greet; town halls,43.3050631,-70.9753629,NH
Lindsey Graham,Milton,2015-10-24T00:00:00.000Z,Greater Salem Chamber of Commerce meet-and-greet; town halls,43.409803,-70.9883973,NH
Lindsey Graham,Rye,2015-10-24T00:00:00.000Z,Greater Salem Chamber of Commerce meet-and-greet; town halls,43.0134228,-70.7708858,NH
Lindsey Graham,Peterborough,2015-10-24T00:00:00.000Z,Greater Salem Chamber of Commerce meet-and-greet; town halls,42.8706392,-71.9517459,NH
Jeb Bush,New Orleans,2015-10-26T00:00:00.000Z,Fundraiser ,29.9499323,-90.0701156,LA
Donald Trump,Atkinson,2015-10-26T00:00:00.000Z,Rally,42.8384221,-71.1470037,NH
Bernie Sanders,New York,2015-10-26T00:00:00.000Z,"""The View"" taping; SEIU meeting ",40.7305991,-73.9865812,NY
Jeb Bush,Houston,2015-10-26T00:00:00.000Z,Fundraiser,29.951919,-95.54091433,TX
Donald Trump,Sioux City,2015-10-27T00:00:00.000Z,Rally,42.4966815,-96.4058782,IA
Rand Paul,Las Vegas,2015-10-27T00:00:00.000Z,Office opening; meet and greet,36.1662859,-115.149225,NV
Rand Paul,Pahrump,2015-10-27T00:00:00.000Z,Office opening; meet and greet,36.2083012,-115.9839128,NV
John Kasich,Boulder,2015-10-28T00:00:00.000Z,CNBC debate,40.0149856,-105.2705456,CO
Bobby Jindal,Boulder,2015-10-28T00:00:00.000Z,CNBC debate,40.0149856,-105.2705456,CO
George Pataki,Boulder,2015-10-28T00:00:00.000Z,CNBC debate,40.0149856,-105.2705456,CO
Lindsey Graham,Boulder,2015-10-28T00:00:00.000Z,CNBC debate,40.0149856,-105.2705456,CO
Rick Santorum,Boulder,2015-10-28T00:00:00.000Z,CNBC debate,40.0149856,-105.2705456,CO
Bernie Sanders,Fairfax,2015-10-28T00:00:00.000Z,Town hall,38.8462236,-77.3063733,VA
Martin O'Malley,Boulder,2015-10-28T00:00:00.000Z,Gun control event,40.0149856,-105.2705456,CO
Donald Trump,Boulder,2015-10-28T00:00:00.000Z,CNBC debate,40.0149856,-105.2705456,CO
Marco Rubio,Boulder,2015-10-28T00:00:00.000Z,CNBC debate,40.0149856,-105.2705456,CO
Jeb Bush,Boulder,2015-10-28T00:00:00.000Z,CNBC debate,40.0149856,-105.2705456,CO
Carly Fiorina,Boulder,2015-10-28T00:00:00.000Z,CNBC debate,40.0149856,-105.2705456,CO
Ted Cruz,Boulder,2015-10-28T00:00:00.000Z,CNBC debate,40.0149856,-105.2705456,CO
Mike Huckabee,Boulder,2015-10-28T00:00:00.000Z,CNBC debate,40.0149856,-105.2705456,CO
Rand Paul,Boulder,2015-10-28T00:00:00.000Z,CNBC debate; rally,40.0149856,-105.2705456,CO
Rand Paul,Denver,2015-10-28T00:00:00.000Z,CNBC debate; rally,39.7391536,-104.9847034,CO
Chris Christie,Boulder,2015-10-28T00:00:00.000Z,CNBC debate; fundraiser ,40.0149856,-105.2705456,CO
Chris Christie,Denver,2015-10-28T00:00:00.000Z,CNBC debate; fundraiser ,39.7391536,-104.9847034,CO
Donald Trump,Sparks,2015-10-29T00:00:00.000Z,Rally,39.5348431,-119.7527683,NV
Jeb Bush,Portsmouth,2015-10-29T00:00:00.000Z,Meet-and-greet; town hall,43.0717552,-70.7625532,NH
Jeb Bush,New London,2015-10-29T00:00:00.000Z,Meet-and-greet; town hall,43.4139637,-71.9850838,NH
Ted Cruz,Las Vegas,2015-10-29T00:00:00.000Z,Office opening; town hall,36.1662859,-115.149225,NV
Marco Rubio,Chicago,2015-10-29T00:00:00.000Z,Fundraiser,41.8755546,-87.6244212,IL
Hillary Clinton,Manchester,2015-10-29T00:00:00.000Z,Politics and eggs discussion; County Party keynote address; town hall; roundtable,42.9956397,-71.4547891,NH
Hillary Clinton,Bartlett,2015-10-29T00:00:00.000Z,Politics and eggs discussion; County Party keynote address; town hall; roundtable,44.0781246,-71.2828507,NH
Hillary Clinton,Berlin,2015-10-29T00:00:00.000Z,Politics and eggs discussion; County Party keynote address; town hall; roundtable,44.4686696,-71.1850768,NH
Hillary Clinton,Littleton,2015-10-29T00:00:00.000Z,Politics and eggs discussion; County Party keynote address; town hall; roundtable,44.3061725,-71.7700885,NH
Ben Carson,Boulder,2015-10-29T00:00:00.000Z,CNBC debate; Colorado Christian University Event; fundraiser,40.0149856,-105.2705456,CO
Ben Carson,Lakewood,2015-10-29T00:00:00.000Z,CNBC debate; Colorado Christian University Event; fundraiser,39.6311085,-105.1100581,CO
Ben Carson,Denver,2015-10-29T00:00:00.000Z,CNBC debate; Colorado Christian University Event; fundraiser,39.7391536,-104.9847034,CO
Ben Carson,West Memphis,2015-10-30T00:00:00.000Z,Book tour,35.1464797,-90.1845388,AR
Lindsey Graham,Manchester,2015-10-30T00:00:00.000Z,Meet-and-greets,42.9956397,-71.4547891,NH
Lindsey Graham,Concord,2015-10-30T00:00:00.000Z,Meet-and-greets,43.207106,-71.5370216,NH
Hillary Clinton,Atlanta,2015-10-30T00:00:00.000Z,Ministers Luncheon of the 16th Annual Creating Opportunity Conference,33.7490987,-84.3901849,GA
Carly Fiorina,Salt Lake City,2015-10-30T00:00:00.000Z,Fundraiser,40.7670126,-111.8904308,UT
Ben Carson,Fair Grove,2015-10-30T00:00:00.000Z,Fundraiser,37.3839335,-93.1512961,MO
Jeb Bush,Des Moines,2015-10-31T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum",41.5910641,-93.6037149,IA
Ted Cruz,Des Moines,2015-10-31T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum;  pheasant hunt ",41.5910641,-93.6037149,IA
Ted Cruz,Akron,2015-10-31T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum;  pheasant hunt ",42.8288818,-96.5594773,IA
Donald Trump,Norfolk,2015-10-31T00:00:00.000Z,Rally,36.9306505,-76.25731107,VA
Lindsey Graham,Des Moines,2015-10-31T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum",41.5910641,-93.6037149,IA
Lindsey Graham,Panora,2015-10-31T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum",41.6916535,-94.3630215,IA
Ben Carson,West Memphis,2015-10-31T00:00:00.000Z,Fundraisers,35.1490215,-90.0516285,TN
Ben Carson,Franklin,2015-10-31T00:00:00.000Z,Fundraisers,35.1680139,-86.1084401,TN
Ben Carson,Nashville,2015-10-31T00:00:00.000Z,Fundraisers,36.1622257,-86.7743419,TN
Hillary Clinton,North Charleston,2015-10-31T00:00:00.000Z,Local NAACP banquet; grassroots organizing meeting,32.8546197,-79.9748103,SC
Hillary Clinton,Charleston,2015-10-31T00:00:00.000Z,Local NAACP banquet; grassroots organizing meeting,32.7876012,-79.9402728,SC
Rand Paul,Des Moines,2015-10-31T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum; Halloween party",41.5910641,-93.6037149,IA
Chris Christie,Council Bluffs,2015-10-31T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum",41.2621283,-95.8613912,IA
Chris Christie,Orange City,2015-10-31T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum",43.0072424,-96.0583138,IA
Chris Christie,Des Moines,2015-10-31T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum",41.5910641,-93.6037149,IA
Marco Rubio,Council Bluffs,2015-10-31T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum; town hall ",41.2621283,-95.8613912,IA
Marco Rubio,Sioux City,2015-10-31T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum; town hall ",42.4966815,-96.4058782,IA
Marco Rubio,Orange City,2015-10-31T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum; town hall ",43.0072424,-96.0583138,IA
Marco Rubio,Mason City ,2015-10-31T00:00:00.000Z,"Republican Party of Iowa's ""Growth and Opportunity Party"" forum; town hall ",43.1535728,-93.2010367,IA
